;Product Name;Price;Store;Rating;Most Popular;has_rating
164;Pure Cotton Textured Overshirt;999900;Marks & Spencer;4.8;1;1
56;Cotton Rich Overshirt;999900;Marks & Spencer;5.0;1;1
152;Cotton Blend Check Textured Overshirt;999900;Marks & Spencer;5.0;1;1
141;Striped Summer Shirt;1019000;Trendyol;5.0;0;1
162;Pocketed Fleece Shirt;1019000;Trendyol;0.0;0;0
356;Smart Two Pocket Overshirt with Stretch;1049900;Marks & Spencer;4.0;1;1
380;Kemeja Lengan Pendek Guy Laroche Printed Vougen - Loop Black Cotton;1079000;Guy Laroche;5.0;0;1
33;Regular Fit Pure Linen Shirt;1099900;Marks & Spencer;5.0;1;1
254;Relaxed Fit Knitted Striped Shirt;1099900;Marks & Spencer;3.7;1;1
369;Pure Linen Grandad Collar Shirt;1099900;Marks & Spencer;5.0;1;1
55;Checked Overshirt;1099900;Marks & Spencer;5.0;1;1
54;Waffle Overshirt;1199900;Marks & Spencer;5.0;1;1
362;Denim Overshirt;1199900;Marks & Spencer;4.9;1;1
160;Cotton Rich Check Double Faced Overshirt;1199900;Marks & Spencer;4.9;1;1
381;Long Sleeve Regular Fit Button Collar Classic Linen Shirt;1209000;KOTON;4.0;0;1
174;Slim Stretch Poplin Shirt;1229000;GAP;5.0;0;1
163;Standard Fit Poplin Shirt;1229000;GAP;5.0;0;1
165;Standard Fit Oxford Shirt;1249000;GAP;5.0;0;1
179;Standard Fit Oxford Shirt;1339000;Gap;5.0;0;1
291;Standard Oxford Shirt;1339000;GAP;4.5;0;1
88;Linen-Cotton Shirt;1359000;GAP;5.0;0;1
204;Cotton Poplin Regular Fit Shirt - BOSS Orange;3159000;BOSS;4.9;0;1
136;Relegant Poplin Shirt - BOSS Orange;3159000;BOSS;4.9;0;1
